score	label
3.5731953e-06	0.0
3.7050264e-05	0.0
1.1512112e-05	0.0
0.034538504	0.0
2.3418497e-05	0.0
4.05683e-06	0.0
4.3984647e-07	0.0
9.689543e-06	0.0
0.00015725738	0.0
3.685475e-06	0.0
0.18779904	0.0
5.835054e-05	0.0
0.0019136848	0.0
2.695979e-05	0.0
0.016736932	0.0
2.6696076e-05	0.0
7.2959133e-06	0.0
0.0030489594	0.0
0.0013302269	0.0
0.00043280167	0.0
1.7588316e-05	0.0
1.3508034e-05	0.0
0.00044561713	0.0
5.137906e-05	0.0
8.014524e-06	0.0
5.676536e-05	0.0
4.9068487e-05	0.0
0.00020368681	0.0
5.5164797e-05	0.0
3.294795e-05	0.0
7.2959133e-06	0.0
0.0008803533	0.0
0.00010385723	0.0
2.6687663e-05	0.0
5.8671753e-06	0.0
9.560949e-06	0.0
0.00031006435	0.0
0.01189209	0.0
2.7099002e-06	0.0
5.2502055e-05	0.0
0.19348405	0.0
8.647766e-05	0.0
3.5348843e-05	0.0
0.001372442	0.0
7.6763143e-07	0.0
3.0712283e-06	0.0
0.0022156779	0.0
2.8196175e-05	0.0
0.0016035521	0.0
8.166506e-05	0.0
2.0630108e-05	0.0
6.4854717e-06	0.0
1.1971525e-05	0.0
0.00022390978	0.0
0.00096798653	0.0
0.00019449349	0.0
0.005289112	0.0
0.0007668361	0.0
3.668553e-05	0.0
0.16402939	0.0
0.0009849833	0.0
0.0056384	0.0
6.223757e-06	0.0
3.3126373e-05	0.0
9.229356e-06	0.0
5.2954925e-05	0.0
0.00034934987	0.0
0.000106127925	0.0
0.15604344	0.0
0.00076031627	0.0
2.6379494e-05	0.0
0.00016060249	0.0
0.0011792148	0.0
0.0006818051	0.0
0.00033378476	0.0
0.0002654511	0.0
1.6229347e-05	0.0
2.5199954e-05	0.0
4.108311e-06	0.0
0.0008314056	0.0
0.00019955794	0.0
0.081633694	0.0
0.00010317389	0.0
0.00019431603	0.0
1.6286933e-05	0.0
0.00030008407	0.0
1.7919196e-05	0.0
0.00014886691	0.0
5.729816e-06	0.0
1.1536425e-06	0.0
1.27940975e-05	0.0
3.9259116e-06	0.0
5.740061e-06	0.0
6.1820924e-06	0.0
1.0355451e-06	0.0
3.9110655e-05	0.0
1.0369228e-05	0.0
7.341257e-05	0.0
6.8785033e-07	0.0
2.5939777e-05	0.0
0.00052509404	0.0
0.07148947	0.0
6.402878e-05	0.0
0.00010523214	0.0
6.878486e-05	0.0
0.00015070084	0.0
1.3013033e-05	0.0
7.390252e-07	0.0
1.0488863e-05	0.0
0.47481966	0.0
7.371911e-05	0.0
6.7224078e-06	0.0
8.038669e-05	0.0
0.00028970715	0.0
0.00058270583	0.0
0.00058270583	0.0
8.732518e-06	0.0
4.198367e-06	0.0
1.134763e-05	0.0
2.300031e-06	0.0
1.2835476e-05	0.0
5.8562314e-06	0.0
8.978635e-06	0.0
6.648519e-06	0.0
0.00013884285	0.0
0.00013814044	0.0
0.00019911861	0.0
0.046394438	0.0
1.1954656e-05	0.0
0.17410035	0.0
0.00029892847	0.0
5.9017307e-06	0.0
5.2619667e-05	0.0
0.03267887	0.0
0.00011043215	0.0
0.00053954264	0.0
2.8431934e-05	0.0
2.4108178e-05	0.0
0.00062832277	0.0
2.1234036e-05	0.0
0.00016556292	0.0
0.00018438596	0.0
7.2074145e-05	0.0
1.4264601e-05	0.0
0.00015011427	0.0
2.5517385e-05	0.0
4.318524e-06	0.0
6.83728e-05	0.0
0.00019541832	0.0
0.00045416207	0.0
1.0940499e-05	0.0
5.3490163e-05	0.0
5.9036047e-06	0.0
8.774409e-06	0.0
0.00013043747	0.0
8.146199e-05	0.0
0.10837191	0.0
0.00029157937	0.0
0.0014925913	0.0
0.019399425	0.0
0.11746128	0.0
0.06916564	0.0
5.9159124e-06	0.0
3.048748e-06	0.0
3.5614673e-06	0.0
1.4073443e-05	0.0
0.00034337913	0.0
0.00030355304	0.0
1.3136692e-05	0.0
4.2801767e-06	0.0
1.3136692e-05	0.0
4.5441916e-06	0.0
7.432315e-06	0.0
7.6246174e-06	0.0
0.004015054	0.0
0.0002227618	0.0
9.194364e-05	0.0
3.299424e-05	0.0
2.869414e-06	0.0
0.00013641814	0.0
0.17302251	0.0
1.631773e-05	0.0
3.20125e-07	0.0
2.11586e-05	0.0
0.03875458	0.0
4.0777348e-05	0.0
1.7513103e-06	0.0
8.546989e-06	0.0
6.637797e-05	0.0
0.0011259355	0.0
1.9841566e-06	0.0
0.00034204265	0.0
0.0011961963	0.0
4.3421896e-05	0.0
1.0542454e-05	0.0
0.00032678095	0.0
0.00019446289	0.0
2.190414e-05	0.0
0.0001403464	0.0
0.020935629	0.0
0.18539101	0.0
5.346365e-05	0.0
3.2177843e-06	0.0
6.597346e-05	0.0
1.4006831e-05	0.0
0.00011857342	0.0
0.0006374853	0.0
1.4395208e-05	0.0
0.00017947274	0.0
2.3028075e-05	0.0
2.9539498e-05	0.0
0.00085193256	0.0
0.0027350865	0.0
0.00020865408	0.0
9.130063e-06	0.0
1.00773e-06	0.0
5.1429297e-06	0.0
6.58158e-06	0.0
0.00011017402	0.0
1.7270242e-05	0.0
0.00047406554	0.0
0.00012140197	0.0
3.4835954e-05	0.0
0.0010866245	0.0
6.956619e-06	0.0
5.333432e-06	0.0
1.9546567e-05	0.0
1.6161711e-06	0.0
0.0005166446	0.0
0.02181193	0.0
0.00014686096	0.0
3.7202765e-06	0.0
2.318439e-06	0.0
0.001554869	0.0
1.1239597e-05	0.0
0.008851254	0.0
5.0546746e-06	0.0
1.1880874e-05	0.0
0.0119569935	0.0
0.00023646327	0.0
5.2611147e-05	0.0
0.0005888712	0.0
3.5014068e-07	0.0
0.011545964	0.0
0.00033537054	0.0
5.5297744e-05	0.0
7.0961854e-05	0.0
0.0093251765	0.0
0.005530705	0.0
3.6244187e-06	0.0
0.0014145329	0.0
0.0001336923	0.0
3.1330077e-05	0.0
8.89136e-06	0.0
0.00028079678	0.0
