score	label
0.018919034	0.0
0.0020745804	0.0
0.1238628	0.0
0.47170335	0.0
0.01191407	0.0
0.0728188	0.0
0.1478785	0.0
0.006207517	0.0
0.1349179	0.0
0.016762568	0.0
0.0028417283	0.0
0.0065637133	0.0
0.49210045	0.0
2.4049034e-05	0.0
0.017572751	0.0
0.028220639	0.0
0.03647748	0.0
0.00250501	0.0
0.19577791	0.0
6.8802606e-06	0.0
3.691184e-05	0.0
0.0005327547	0.0
7.336645e-07	0.0
2.9943096e-05	0.0
0.00022243103	0.0
8.847788e-05	0.0
0.4055555	0.0
0.04559552	0.0
0.46388206	0.0
0.099025205	0.0
0.00026635453	0.0
0.00012994772	0.0
0.00012659571	0.0
8.88701e-06	0.0
7.607902e-05	0.0
0.24233715	0.0
0.000849787	0.0
0.0019147501	0.0
1.6538017e-06	0.0
4.917662e-06	0.0
0.00041782737	0.0
0.2245199	0.0
8.455712e-05	0.0
1.3016431e-05	0.0
7.2066745e-05	0.0
0.7090379	0.0
0.18957283	0.0
9.287624e-05	0.0
0.0015184742	0.0
0.03651596	0.0
0.33893228	0.0
0.12775572	0.0
0.7012429	0.0
0.0003108588	0.0
0.017751126	0.0
0.0028753397	0.0
0.000835638	0.0
0.07358386	0.0
0.00016455777	0.0
0.09203789	0.0
0.010779889	0.0
0.37143978	0.0
0.26379102	0.0
0.00014464039	0.0
0.1718893	0.0
0.44923702	0.0
7.263393e-05	0.0
0.20899332	0.0
0.14355694	0.0
0.0016023975	0.0
0.00014485388	0.0
6.481742e-05	0.0
0.00011238331	0.0
0.03480775	0.0
3.1416876e-05	0.0
0.00011218279	0.0
0.07501893	0.0
0.00045911554	0.0
6.2123554e-06	0.0
6.677747e-05	0.0
3.4327306e-05	0.0
0.00011860663	0.0
3.8280846e-06	0.0
0.51900023	0.0
0.025626926	0.0
0.005314153	0.0
5.63348e-05	0.0
0.20818162	0.0
0.30705842	0.0
0.0016483931	0.0
0.370747	0.0
5.8634246e-06	0.0
0.06513917	0.0
0.0019589984	0.0
0.39021704	0.0
0.01189936	0.0
0.00032769734	0.0
9.409444e-07	0.0
0.0012791104	0.0
2.4404928e-05	0.0
0.00072071975	0.0
0.0002116123	0.0
7.696125e-05	0.0
1.4831021e-05	0.0
4.740095e-05	0.0
0.006565963	0.0
0.00021789377	0.0
0.06328283	0.0
0.0009480322	0.0
0.00040036414	0.0
0.0003075066	0.0
0.21222623	0.0
0.0040380927	0.0
0.0015741013	0.0
6.568798e-05	0.0
0.6906336	0.0
0.08159269	0.0
0.003386097	0.0
0.00013551953	0.0
0.009072016	0.0
0.00041052286	0.0
2.1019863e-05	0.0
0.00016753083	0.0
0.0063656415	0.0
0.18678966	0.0
0.0010554704	0.0
0.0005187808	0.0
0.11339592	0.0
0.0003518274	0.0
0.34585032	0.0
0.00039364886	0.0
0.0014150805	0.0
0.017181817	0.0
0.01886144	0.0
0.009695542	0.0
0.0005781961	0.0
0.0035001598	0.0
0.34142706	0.0
0.033836816	0.0
0.48312065	0.0
0.033836816	0.0
0.140595	0.0
0.0026354862	0.0
0.000254633	0.0
5.1808975e-06	0.0
0.00038294395	0.0
1.3254269e-05	0.0
9.904938e-06	0.0
3.0340668e-06	0.0
1.3280795e-05	0.0
0.00020864353	0.0
0.010506603	0.0
0.0019345863	0.0
0.001010598	0.0
0.010282046	0.0
0.80260056	0.0
0.0027030937	0.0
0.00019304558	0.0
0.0021764878	0.0
0.03867638	0.0
0.017782876	0.0
0.0061263046	0.0
0.06031203	0.0
0.20044954	0.0
0.0012791104	0.0
0.00045455046	0.0
6.890631e-05	0.0
8.853613e-06	0.0
8.782617e-05	0.0
0.012523807	0.0
0.0005559074	0.0
0.4843038	0.0
0.030175228	0.0
0.004581372	0.0
0.16803062	0.0
0.6436232	0.0
0.0002467703	0.0
4.2513002e-05	0.0
0.6145152	0.0
0.00028819946	0.0
0.0017290503	0.0
0.00031260584	0.0
0.29430443	0.0
0.15674457	0.0
0.019026073	0.0
0.0059521864	0.0
0.00011879716	0.0
0.0002693731	0.0
0.7795252	0.0
0.0043641212	0.0
0.0005916723	0.0
